SeniorCitizen,tenure,MonthlyCharges,TotalCharges,ChargeVelocity,gender_1,Partner_1,Dependents_1,PhoneService_1,MultipleLines_1,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_1,OnlineBackup_1,DeviceProtection_1,TechSupport_1,StreamingTV_1,StreamingMovies_1,Contract_One year,Contract_Two year,PaperlessBilling_1,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,68,19.35,1292.65,0.014957677888145943,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,1,48.75,48.75,0.9798994974874372,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False
1,65,109.05,7108.2,0.015339278681145558,True,False,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,False,False
1,72,25.0,1802.55,0.013861550830306895,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,28,54.9,1505.15,0.036450552733791455,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,72,24.75,1859.1,0.013305736250739207,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,2,91.15,168.5,0.5377581120943953,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False
0,18,20.15,390.85,0.05142273829271404,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1,60,104.35,6339.45,0.01645782239430955,True,True,False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,True,False,False
1,26,66.05,1652.4,0.039947985968307724,False,False,False,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
0,1,71.65,71.65,0.9862353750860289,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,4,20.35,77.5,0.2592356687898089,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
0,68,92.2,6392.85,0.014420106821398687,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False
0,38,84.25,3264.5,0.025800030623181747,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,True,True,False,False,True
1,42,105.2,4599.15,0.02286881949501647,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,True,False,False,False,False
0,57,19.6,1134.25,0.017264919621228805,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,54,30.4,1621.35,0.01873825006934385,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,12,78.1,947.3,0.08235790361699884,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0,44,61.5,2722.2,0.022583725029377204,False,True,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,True,False
0,42,69.4,3058.3,0.022684927924688656,True,True,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False
0,72,24.75,1769.6,0.013978312436462217,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,71,91.05,6293.75,0.014464434647920885,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False
0,19,89.65,1761.05,0.050878238415481974,False,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True
0,23,73.65,1642.75,0.04480608365019012,False,True,False,True,True,True,False,False,False,False,True,True,True,False,False,True,True,False,False,False
0,30,19.4,578.5,0.03347713546160483,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,35,26.2,954.9,0.027408724762004393,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,10,98.7,973.25,0.10130869899923017,False,False,False,True,True,False,True,True,False,False,False,True,True,False,False,True,False,True,False,True
0,1,43.85,43.85,0.9777034559643255,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,22,69.7,1490.4,0.046734611774171916,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,7,38.55,280.0,0.1371886120996441,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True,False,False,False,True,False
0,36,53.1,1901.25,0.027914311998948615,False,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,False,False,True,False
0,34,20.65,716.4,0.02878449958182325,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,72,64.45,4720.0,0.013651768693073501,True,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False,False
0,36,25.1,930.95,0.026932775363485165,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,1,76.35,76.35,0.9870717517776342,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
0,23,79.15,1676.95,0.04717065466789833,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
1,32,85.0,2642.05,0.03215981536482473,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
0,71,95.15,6770.85,0.014050813293265504,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False
1,23,79.35,1835.3,0.04321189348145728,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,17,96.65,1588.25,0.06081484977190499,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False
0,1,75.5,75.5,0.9869281045751634,True,False,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,True,False,False
0,12,19.7,258.35,0.07595912859070753,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,72,20.5,1502.25,0.01363711957425578,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,1,19.2,19.2,0.9504950495049505,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,72,98.35,6929.4,0.014191100080803416,True,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False
0,60,74.35,4453.3,0.016691736075253125,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,61,51.35,3244.4,0.015822394774141862,False,True,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,False
0,6,45.65,323.45,0.14069964555401449,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,32,85.3,2661.1,0.03204237256301416,True,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
0,31,86.55,2697.4,0.032074562703824486,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True
0,19,73.85,1424.5,0.051806383725008766,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True
0,72,20.3,1401.15,0.014477766287487074,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,32,54.2,1739.6,0.031138687808801566,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,65,90.65,5931.0,0.015281523937963589,True,True,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,45,50.9,2333.85,0.021800115639120286,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
0,42,25.05,949.85,0.026344849345322607,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,8,74.85,572.45,0.13052576510593772,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,32,20.5,696.8,0.029378045285182,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,22,63.55,1381.8,0.045957477581718253,False,True,False,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False
1,57,44.85,2572.95,0.017424580897064824,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True
0,1,47.95,47.95,0.9795709908069459,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,1,45.1,45.1,0.9783080260303688,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
0,1,45.0,45.0,0.9782608695652174,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,24,96.0,2122.45,0.0452094468906732,True,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,False,True
0,1,20.05,20.05,0.9524940617577197,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,54,90.05,4931.8,0.01825535192993837,True,False,False,True,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,4,25.3,116.95,0.21449766850360322,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
0,65,108.65,6937.95,0.01565798860058078,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,False,True
0,56,24.3,1261.7,0.01924447612259444,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,45,75.95,3273.8,0.023192256015634544,True,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False
0,71,19.7,1415.85,0.013904083001023398,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,59,66.4,3958.2,0.016771064861588202,True,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,False,False
0,69,35.75,2492.25,0.014338714529228918,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False
0,19,18.8,279.2,0.06709493219129194,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,55,19.4,1083.0,0.017896678966789665,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,38,19.3,755.5,0.025512227362855255,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,10,45.55,402.6,0.11285926660059463,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1,47,67.45,3252.0,0.02073470642483861,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
0,2,35.1,68.75,0.503225806451613,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True
0,1,46.2,46.2,0.978813559322034,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,45.15,45.15,0.9783315276273022,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
1,1,43.3,43.3,0.9774266365688488,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True
0,46,20.1,936.85,0.02143199872047769,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1,38,57.15,2250.65,0.02538138698287922,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True
0,65,58.9,3857.1,0.015266581996319431,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False
0,19,73.2,1441.1,0.050759309340545046,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True
0,52,85.35,4338.6,0.019667711309798136,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True
0,71,19.45,1378.45,0.01409982239298271,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,45.95,45.95,0.9787007454739084,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,52,50.5,2566.3,0.01967047092275932,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,True,False,False
0,6,25.1,171.0,0.14593023255813956,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,26,60.7,1597.4,0.03797547547547547,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False
1,48,99.0,4744.35,0.020862528580610492,True,False,False,True,True,False,True,False,True,False,False,True,True,True,False,True,False,True,False,False
0,64,104.4,6721.6,0.015529705768601434,False,True,True,True,True,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False
0,3,83.75,247.25,0.337361530715005,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True
0,1,44.05,44.05,0.9778024417314095,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,72,24.1,1734.65,0.013885287932474866,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,1,45.55,45.55,0.9785177228786252,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,51,93.8,4539.35,0.02065920028191659,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False
0,41,19.7,804.25,0.024464452033529958,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,72,70.65,5011.15,0.014095747333978434,False,True,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False
0,43,86.45,3574.5,0.024178436582296185,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,False,True,False,False,False
0,72,114.1,8086.4,0.014108366100353636,True,True,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False
0,47,95.2,4563.0,0.020858895705521473,True,True,False,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False
0,72,88.55,6362.35,0.013915626203179142,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False
0,3,20.75,67.1,0.3046989720998532,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,1,70.05,70.05,0.9859254046446164,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,2,86.0,165.45,0.5166716731751277,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True
0,26,44.65,1156.55,0.03857284782514794,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False
0,29,60.2,1834.15,0.03280385799525924,True,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1,35,100.5,3653.35,0.027501470849809133,False,True,False,True,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,True
0,27,55.45,1477.65,0.0375004226828526,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,24,70.3,1706.45,0.04117250871182172,True,True,True,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,False,False
0,67,60.4,3953.7,0.015272966343844034,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False
0,16,72.65,1194.3,0.060779720572241284,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
0,23,55.8,1327.85,0.041991195394514055,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
0,14,31.1,419.7,0.0739244116947944,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,1,21.0,21.0,0.9545454545454546,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
1,1,45.1,45.1,0.9783080260303688,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
1,4,50.95,207.35,0.24454043676505882,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,False,False
0,16,69.1,1083.7,0.06370425002304785,True,False,True,True,True,True,False,True,True,False,False,False,True,False,False,True,False,True,False,False
0,46,43.95,2007.85,0.021878189013614758,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False
0,68,86.5,5882.75,0.014701508391756957,True,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,False,False,False
0,38,69.95,2657.55,0.026311335126290646,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False
1,30,50.4,1527.5,0.03297350343473994,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,5,78.95,378.4,0.20809172377438062,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
0,17,90.95,1612.2,0.056378626332754776,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False
0,4,19.9,76.65,0.2562781712813908,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,12,20.15,260.7,0.07699656094764998,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0,72,90.6,6441.85,0.014062099847117345,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,False
0,3,92.0,266.8,0.3435399551904406,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False
0,56,94.45,5124.6,0.018427110972373966,True,False,False,True,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
0,41,24.85,962.25,0.025798079418634833,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0,40,36.0,1382.9,0.026013440277476693,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
0,7,78.5,571.05,0.137225766978411,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,False,True,False,False
0,69,19.95,1399.35,0.0142464383904024,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,7,20.65,150.0,0.1367549668874172,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,5,30.5,167.2,0.1813317479191439,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,72,106.1,7657.4,0.013854068734983809,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,True,False,False,False
0,44,20.5,865.05,0.02367068875930951,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,65,95.5,6153.85,0.015516218916789198,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,False
0,3,64.6,174.2,0.3687214611872146,False,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
0,24,51.1,1269.6,0.04021722021092398,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,44,84.8,3862.55,0.02194872591269687,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True
1,72,89.1,6352.4,0.014023987156483142,False,True,False,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,False,False
0,24,54.95,1348.5,0.04071878473508707,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
0,1,50.9,50.9,0.9807321772639692,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True
0,22,20.45,471.55,0.04327584382605015,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,70,85.95,5931.75,0.01448737937718596,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False
0,25,60.35,1404.65,0.04293387400846583,True,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0,37,19.8,726.1,0.02723146747352496,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,22,85.35,1961.6,0.04348822989911342,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
0,59,72.1,4194.85,0.01718364574520061,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False
0,49,99.8,4872.45,0.02047830592290882,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
0,47,107.35,5118.95,0.020967001630875302,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True
0,31,19.55,658.95,0.029623456322448668,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True
0,1,81.05,81.05,0.987812309567337,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,3,20.5,76.95,0.26298909557408595,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
0,53,111.8,5809.75,0.01924020135094437,False,True,False,True,True,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False
0,1,20.2,20.2,0.9528301886792453,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,20,19.7,415.9,0.047253538018709525,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
0,3,79.1,246.5,0.3195959595959596,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,True
0,51,19.85,996.95,0.019890776090986523,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0,51,60.5,3145.15,0.01922985235923271,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False
0,13,19.55,265.3,0.07341344348479159,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,20.9,20.9,0.954337899543379,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,21.05,21.05,0.9546485260770975,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,63,71.5,4576.3,0.015620562340244249,True,False,False,True,True,True,False,True,True,True,True,False,False,True,False,False,False,True,False,False
0,3,54.65,189.1,0.28748027354024197,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,46,19.2,908.15,0.0211186272892262,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,1,49.8,49.8,0.9803149606299213,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
0,8,25.5,215.2,0.1179463459759482,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
0,71,20.5,1500.95,0.013648923066679983,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,55,90.4,5099.15,0.01772496887346451,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False
0,70,90.25,6385.95,0.014130375218218399,False,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,False,False,False
0,2,80.75,159.45,0.503272047366781,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
0,67,104.6,6885.75,0.015188586778959595,True,True,True,True,True,False,True,True,False,False,True,True,True,False,True,False,False,False,False,False
0,65,91.85,5940.85,0.015458148556426026,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True
0,14,50.2,668.85,0.07494215122788685,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,20,95.5,1916.2,0.0498122261631546,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False
0,1,75.35,75.35,0.9869024230517355,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True
0,1,75.45,75.45,0.986919555264879,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,49,95.4,4613.95,0.020671946608305618,False,True,True,True,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False
0,72,101.3,7261.25,0.013948845054907226,False,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,False,False,False
0,46,53.1,2459.8,0.021578348504551363,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0,24,84.85,2048.8,0.041394282369011604,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False
0,5,34.25,163.55,0.20814342145244605,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
0,33,88.6,2888.7,0.030660622209917984,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,False,True,False,False,False
0,42,60.15,2421.6,0.024828696441839347,False,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False
0,23,99.95,2292.75,0.04357493188010899,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,False,False
0,8,70.7,553.4,0.12752525252525254,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,66,54.8,3465.7,0.015807540312112383,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
0,24,49.55,1210.4,0.04090308733696549,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True
1,24,54.8,1291.3,0.0424050143155614,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,69,78.6,5356.45,0.014671158853559062,True,False,False,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,False,True
0,53,100.3,5200.8,0.019281787073705255,False,False,False,True,False,False,True,False,True,True,False,True,True,True,False,True,False,False,True,False
0,60,53.6,3237.05,0.016553172434026653,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,False
0,7,81.1,576.65,0.14039643382671166,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
0,20,19.35,433.75,0.044508338125359405,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
0,23,85.6,1868.4,0.045790093077992935,False,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,72,80.8,5728.55,0.014102329153249382,True,True,True,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False
0,11,74.95,825.7,0.09066166686827144,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
0,21,19.6,390.4,0.05007664793050588,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,93.55,93.55,0.9894235854045479,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True
1,31,90.7,2845.15,0.03186761063190626,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0,57,69.75,3894.4,0.017905734969451147,False,False,False,True,False,True,False,False,True,True,True,True,False,False,True,False,False,False,True,False
0,45,20.0,886.4,0.0225377507324769,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
0,10,95.25,1021.55,0.09314947924306881,True,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False
0,58,102.1,5885.4,0.017345066594183202,False,True,False,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,False,True
0,14,19.95,268.4,0.07405345211581292,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,27,80.85,2204.35,0.03666084748452626,True,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False
0,14,90.9,1259.0,0.07214285714285715,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
0,12,29.2,309.1,0.09416317316994517,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
0,69,93.3,6398.05,0.014580289261687281,False,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,25,89.15,2257.75,0.03946873270614278,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,True
1,58,108.85,6287.25,0.01731006241800183,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,True,False,True
0,35,46.35,1662.05,0.02787047893929828,False,True,True,False,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False
1,16,84.75,1350.15,0.0627243459275432,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True
0,45,78.75,3600.65,0.02186497855149723,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,False,False,False
0,17,83.55,1329.15,0.06281246475961356,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False
0,1,45.7,45.7,0.9785867237687366,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
0,22,19.6,422.5,0.046280991735537194,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,1,69.95,69.95,0.9859055673009162,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
